,manufacturer,model,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,odometer,fuel_note
619,Volkswagen,Golf,e-Golf,85,25.01.2018,48,6.81,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,70.0,-1.2,,
620,Volkswagen,Golf,e-Golf,85,24.01.2018,90,4.72,Electricity,Winter tires,0,1,0,Moderate,12.8,0,1,66.0,-4.0,,
621,Volkswagen,Golf,e-Golf,85,24.01.2018,93,16.68,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,68.0,-2.6,,
622,Volkswagen,Golf,e-Golf,85,23.01.2018,75,13.21,Electricity,Winter tires,0,0,1,Moderate,17.3,0,1,64.0,0.5,,
623,Volkswagen,Golf,e-Golf,85,23.01.2018,87,11.35,Electricity,Winter tires,0,1,0,Moderate,13.2,0,1,87.0,-3.6,,
624,Volkswagen,Golf,e-Golf,85,23.01.2018,88,17.11,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,62.0,-0.7,,
625,Volkswagen,Golf,e-Golf,85,22.01.2018,87,12.28,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,76.0,-1.4,,
626,Volkswagen,Golf,e-Golf,85,22.01.2018,40,16.74,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,45.0,-2.2,,
627,Volkswagen,Golf,e-Golf,85,22.01.2018,45,5.36,Electricity,Winter tires,0,1,0,Moderate,17.3,0,1,80.0,0.5,,
628,Volkswagen,Golf,e-Golf,85,22.01.2018,3,2.23,Electricity,Winter tires,1,0,0,Moderate,30.8,0,1,19.0,14.0,,
629,Volkswagen,Golf,e-Golf,85,20.01.2018,10,2.6,Electricity,Winter tires,1,0,0,Moderate,26.9,0,1,18.0,10.1,,
630,Volkswagen,Golf,e-Golf,85,19.01.2018,43,3.91,Electricity,Winter tires,0,1,0,Moderate,18.2,0,1,45.0,1.4,,
631,Volkswagen,Golf,e-Golf,85,19.01.2018,84,10.39,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,62.0,-0.3,,
632,Volkswagen,Golf,e-Golf,85,18.01.2018,87,16.18,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,42.0,-0.2,,
633,Volkswagen,Golf,e-Golf,85,18.01.2018,87,17.14,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,64.0,-1.5,,
634,Volkswagen,Golf,e-Golf,85,17.01.2018,44,8.93,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,44.0,0.4,,
635,Volkswagen,Golf,e-Golf,85,16.01.2018,87,12.09,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,78.0,-0.3,,
636,Volkswagen,Golf,e-Golf,85,16.01.2018,87,17.44,Electricity,Winter tires,0,1,0,Moderate,15.0,0,1,65.0,-1.8,,
637,Volkswagen,Golf,e-Golf,85,15.01.2018,87,10.79,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,75.0,-2.9,,
638,Volkswagen,Golf,e-Golf,85,15.01.2018,89,17.04,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,52.0,0.1,,
639,Volkswagen,Golf,e-Golf,85,14.01.2018,56,15.33,Electricity,Winter tires,0,0,1,Moderate,19.0,0,1,60.0,2.2,,
640,Volkswagen,Golf,e-Golf,85,13.01.2018,2,4.09,Electricity,Winter tires,1,0,0,Moderate,25.0,0,1,20.0,8.2,,
641,Volkswagen,Golf,e-Golf,85,13.01.2018,46,5.39,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,43.0,0.4,,
642,Volkswagen,Golf,e-Golf,85,12.01.2018,87,9.11,Electricity,Winter tires,0,1,0,Moderate,16.4,0,1,69.0,-0.4,,
643,Volkswagen,Golf,e-Golf,85,12.01.2018,88,16.6,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,70.0,-1.5,,
644,Volkswagen,Golf,e-Golf,85,12.01.2018,89,13.95,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,66.0,-1.0,,
645,Volkswagen,Golf,e-Golf,85,11.01.2018,88,17.54,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2,,
646,Volkswagen,Golf,e-Golf,85,10.01.2018,99,14.14,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,77.0,-1.4,,
647,Volkswagen,Golf,e-Golf,85,10.01.2018,87,17.43,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,65.0,-1.4,,
648,Volkswagen,Golf,e-Golf,85,09.01.2018,32,5.39,Electricity,Winter tires,0,0,1,Moderate,16.5,0,1,74.0,-0.3,,
649,Volkswagen,Golf,e-Golf,85,09.01.2018,116,14.88,Electricity,Winter tires,0,1,0,Moderate,13.6,0,1,62.0,-3.2,,
650,Volkswagen,Golf,e-Golf,85,09.01.2018,88,17.14,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,68.0,-1.2,,
651,Volkswagen,Golf,e-Golf,85,08.01.2018,88,15.25,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,71.0,-1.2,,
652,Volkswagen,Golf,e-Golf,85,08.01.2018,88,16.66,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,51.0,0.7,,
653,Volkswagen,Golf,e-Golf,85,07.01.2018,59,12.09,Electricity,Winter tires,0,0,1,Normal,17.8,0,1,63.0,1.0,,
654,Volkswagen,Golf,e-Golf,85,06.01.2018,38,10.79,Electricity,Winter tires,0,0,1,Normal,15.9,0,1,61.0,-0.9,,
655,Volkswagen,Golf,e-Golf,85,06.01.2018,8,2.23,Electricity,Winter tires,1,0,0,Normal,16.4,0,1,28.0,-0.4,,
656,Volkswagen,Golf,e-Golf,85,06.01.2018,33,5.39,Electricity,Winter tires,0,0,1,Normal,17.8,0,1,65.0,1.0,,
657,Volkswagen,Golf,e-Golf,85,05.01.2018,95,6.7,Electricity,Winter tires,0,1,0,Normal,14.8,0,1,70.0,-2.0,,
658,Volkswagen,Golf,e-Golf,85,05.01.2018,87,17.61,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,74.0,-0.3,,
659,Volkswagen,Golf,e-Golf,85,04.01.2018,89,12.83,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,70.0,-2.5,,
660,Volkswagen,Golf,e-Golf,85,04.01.2018,88,16.95,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3,,
661,Volkswagen,Golf,e-Golf,85,03.01.2018,87,13.39,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,70.0,-2.6,,
662,Volkswagen,Golf,e-Golf,85,03.01.2018,90,16.68,Electricity,Winter tires,0,1,0,Moderate,17.6,0,1,73.0,0.8,,
663,Volkswagen,Golf,e-Golf,85,02.01.2018,36,10.79,Electricity,Winter tires,0,0,1,Moderate,15.7,0,1,62.0,-1.1,,
664,Volkswagen,Golf,e-Golf,85,02.01.2018,37,3.44,Electricity,Winter tires,0,0,1,Moderate,14.7,0,1,58.0,-2.1,,
665,Volkswagen,Golf,e-Golf,85,02.01.2018,87,13.21,Electricity,Winter tires,0,0,1,Moderate,14.5,0,1,67.0,-2.3,,
666,Volkswagen,Golf,e-Golf,85,02.01.2018,88,13.0,Electricity,Winter tires,0,0,1,Moderate,15.2,0,1,69.0,-1.6,,
667,Volkswagen,Golf,e-Golf,85,01.01.2018,35,12.23,Electricity,Winter tires,0,0,1,Moderate,16.7,0,1,63.0,-0.1,,
668,Volkswagen,Golf,e-Golf,85,31.12.2017,87,7.63,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,57.0,-0.6,,
669,Volkswagen,Golf,e-Golf,85,29.12.2017,81,15.07,Electricity,Winter tires,0,0,1,Moderate,17.1,0,1,56.0,0.3,,
670,Volkswagen,Golf,e-Golf,85,28.12.2017,10,11.9,Electricity,Winter tires,0,0,1,Moderate,19.5,0,1,25.0,2.7,,
671,Volkswagen,Golf,e-Golf,85,28.12.2017,37,1.72,Electricity,Winter tires,0,0,1,Moderate,15.1,0,1,63.0,-1.7,,
672,Volkswagen,Golf,e-Golf,85,28.12.2017,81,5.39,Electricity,Winter tires,0,0,1,Moderate,15.3,0,1,53.0,-1.5,,
673,Volkswagen,Golf,e-Golf,85,28.12.2017,21,2.65,Electricity,Winter tires,0,0,1,Moderate,14.2,0,1,44.0,-2.6,,
674,Volkswagen,Golf,e-Golf,85,28.12.2017,114,16.19,Electricity,Winter tires,0,0,1,Moderate,14.2,0,1,56.0,-2.6,,
675,Volkswagen,Golf,e-Golf,85,26.12.2017,79,13.41,Electricity,Winter tires,0,0,1,Moderate,15.4,0,1,67.0,-1.4,,
676,Volkswagen,Golf,e-Golf,85,25.12.2017,32,2.6,Electricity,Winter tires,0,0,1,Moderate,14.1,0,1,68.0,-2.7,,
677,Volkswagen,Golf,e-Golf,85,25.12.2017,36,14.88,Electricity,Winter tires,0,0,1,Moderate,15.8,0,1,62.0,-1.0,,
678,Volkswagen,Golf,e-Golf,85,24.12.2017,91,3.72,Electricity,Winter tires,0,1,1,Moderate,14.8,0,1,69.0,-2.0,,
679,Volkswagen,Golf,e-Golf,85,24.12.2017,8,1.6,Electricity,Winter tires,0,0,1,Moderate,18.0,0,1,55.0,1.2,,
680,Volkswagen,Golf,e-Golf,85,24.12.2017,32,16.34,Electricity,Winter tires,0,0,1,Moderate,18.4,0,1,72.0,1.6,,
681,Volkswagen,Golf,e-Golf,85,24.12.2017,92,7.44,Electricity,Winter tires,0,1,1,Moderate,16.9,0,1,69.0,0.1,,
682,Volkswagen,Golf,e-Golf,85,24.12.2017,81,14.5,Electricity,Winter tires,0,0,1,Moderate,16.5,0,1,64.0,-0.3,,
683,Volkswagen,Golf,e-Golf,85,23.12.2017,35,5.2,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,54.0,-0.6,,
684,Volkswagen,Golf,e-Golf,85,23.12.2017,3,1.67,Electricity,Winter tires,1,0,0,Moderate,21.7,0,1,19.0,4.9,,
685,Volkswagen,Golf,e-Golf,85,22.12.2017,87,14.14,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,78.0,-0.3,,
686,Volkswagen,Golf,e-Golf,85,22.12.2017,87,14.6,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,73.0,-2.2,,
687,Volkswagen,Golf,e-Golf,85,21.12.2017,87,16.0,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,62.0,-2.5,,
688,Volkswagen,Golf,e-Golf,85,21.12.2017,102,11.88,Electricity,Winter tires,0,1,0,Moderate,13.7,0,1,76.0,-3.1,,
689,Volkswagen,Golf,e-Golf,85,21.12.2017,5,8.0,Electricity,Winter tires,0,1,0,Moderate,22.7,0,1,21.0,5.9,,
690,Volkswagen,Golf,e-Golf,85,20.12.2017,46,7.0,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,84.0,-0.3,,
691,Volkswagen,Golf,e-Golf,85,20.12.2017,45,3.75,Electricity,Winter tires,0,1,0,Moderate,13.3,0,1,44.0,-3.5,,
692,Volkswagen,Golf,e-Golf,85,20.12.2017,13,3.2,Electricity,Winter tires,1,0,0,Moderate,16.9,0,1,33.0,0.1,,
693,Volkswagen,Golf,e-Golf,85,20.12.2017,81,9.4,Electricity,Winter tires,0,1,0,Moderate,14.9,0,1,65.0,-1.9,,
694,Volkswagen,Golf,e-Golf,85,19.12.2017,89,14.14,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,64.0,-2.5,,
695,Volkswagen,Golf,e-Golf,85,19.12.2017,86,15.6,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,63.0,-1.7,,
696,Volkswagen,Golf,e-Golf,85,19.12.2017,87,12.65,Electricity,Winter tires,0,1,0,Moderate,14.5,0,1,70.0,-2.3,,
697,Volkswagen,Golf,e-Golf,85,18.12.2017,2,15.37,Electricity,Winter tires,0,1,0,Moderate,18.1,0,1,9.0,1.3,,
698,Volkswagen,Golf,e-Golf,85,18.12.2017,88,1.25,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,63.0,-1.6,,
699,Volkswagen,Golf,e-Golf,85,17.12.2017,78,11.53,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,70.0,0.1,,
700,Volkswagen,Golf,e-Golf,85,16.12.2017,45,16.2,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,34.0,-1.3,,
701,Volkswagen,Golf,e-Golf,85,16.12.2017,81,8.4,Electricity,Winter tires,0,1,0,Moderate,17.1,0,1,67.0,0.3,,
702,Volkswagen,Golf,e-Golf,85,16.12.2017,86,12.83,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,64.0,-1.5,,
703,Volkswagen,Golf,e-Golf,85,15.12.2017,81,16.66,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,76.0,-2.7,,
704,Volkswagen,Golf,e-Golf,85,14.12.2017,91,13.0,Electricity,Winter tires,0,1,0,Moderate,13.6,0,1,58.0,-3.2,,
705,Volkswagen,Golf,e-Golf,85,14.12.2017,12,12.15,Electricity,Winter tires,0,1,0,Moderate,16.66,0,1,25.0,-0.14,,
706,Volkswagen,Golf,e-Golf,85,14.12.2017,34,3.9,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,60.0,-2.4,,
707,Volkswagen,Golf,e-Golf,85,14.12.2017,46,1.95,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,73.0,0.7,,
708,Volkswagen,Golf,e-Golf,85,13.12.2017,82,10.0,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,67.0,-0.7,,
709,Volkswagen,Golf,e-Golf,85,13.12.2017,87,17.74,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,66.0,-0.3,,
710,Volkswagen,Golf,e-Golf,85,13.12.2017,84,11.62,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,44.0,-1.4,,
711,Volkswagen,Golf,e-Golf,85,12.12.2017,80,15.76,Electricity,Winter tires,0,1,0,Normal,16.3,0,1,59.0,-0.5,,
712,Volkswagen,Golf,e-Golf,85,12.12.2017,82,15.33,Electricity,Winter tires,0,1,0,Normal,18.7,0,1,72.0,1.9,,
713,Volkswagen,Golf,e-Golf,85,11.12.2017,39,17.1,Electricity,Winter tires,0,1,0,Normal,15.4,0,1,30.0,-1.4,,
714,Volkswagen,Golf,e-Golf,85,11.12.2017,52,4.9,Electricity,Winter tires,0,1,0,Normal,19.2,0,1,55.0,2.4,,
715,Volkswagen,Golf,e-Golf,85,10.12.2017,18,5.4,Electricity,Winter tires,0,1,0,Moderate,23.7,0,1,23.0,6.9,,
716,Volkswagen,Golf,e-Golf,85,09.12.2017,3,7.6,Electricity,Winter tires,0,1,0,Moderate,18.6,0,1,17.0,1.8,,
717,Volkswagen,Golf,e-Golf,85,09.12.2017,89,5.6,Electricity,Winter tires,0,1,0,Moderate,16.3,0,1,66.0,-0.5,,
718,Volkswagen,Golf,e-Golf,85,08.12.2017,81,17.78,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,57.0,-1.3,,
719,Volkswagen,Golf,e-Golf,85,07.12.2017,82,10.2,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,64.0,-2.2,,
720,Volkswagen,Golf,e-Golf,85,07.12.2017,35,16.65,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,57.0,-1.6,,
721,Volkswagen,Golf,e-Golf,85,07.12.2017,46,2.71,Electricity,Winter tires,0,1,0,Moderate,16.2,0,1,72.0,-0.6,,
722,Volkswagen,Golf,e-Golf,85,06.12.2017,83,8.0,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,65.0,-2.7,,
723,Volkswagen,Golf,e-Golf,85,06.12.2017,55,15.83,Electricity,Winter tires,0,1,0,Moderate,15.7,0,1,45.0,-1.1,,
724,Volkswagen,Golf,e-Golf,85,06.12.2017,78,8.68,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,67.0,-1.4,,
725,Volkswagen,Golf,e-Golf,85,05.12.2017,44,12.2,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,57.0,-2.4,,
726,Volkswagen,Golf,e-Golf,85,05.12.2017,80,4.2,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,72.0,-2.5,,
727,Volkswagen,Golf,e-Golf,85,05.12.2017,80,17.38,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,66.0,-2.0,,
728,Volkswagen,Golf,e-Golf,85,05.12.2017,46,6.8,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,73.0,-1.5,,
729,Volkswagen,Golf,e-Golf,85,04.12.2017,36,8.95,Electricity,Winter tires,0,1,0,Moderate,14.0,0,1,72.0,-2.8,,
730,Volkswagen,Golf,e-Golf,85,04.12.2017,81,10.38,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,77.0,-1.7,,
731,Volkswagen,Golf,e-Golf,85,04.12.2017,2,1.8,Electricity,Winter tires,0,1,0,Moderate,24.5,0,1,20.0,7.7,,
732,Volkswagen,Golf,e-Golf,85,02.12.2017,46,10.0,Electricity,Winter tires,0,1,0,Moderate,18.1,0,1,54.0,1.3,,
733,Volkswagen,Golf,e-Golf,85,01.12.2017,82,12.8,Electricity,Winter tires,0,1,0,Moderate,18.5,0,1,75.0,1.7,,
734,Volkswagen,Golf,e-Golf,85,01.12.2017,81,18.38,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,55.0,-1.0,,
735,Volkswagen,Golf,e-Golf,85,01.12.2017,82,10.4,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,57.0,-1.3,,
736,Volkswagen,Golf,e-Golf,85,30.11.2017,89,18.08,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,63.0,-1.7,,
737,Volkswagen,Golf,e-Golf,85,30.11.2017,80,11.8,Electricity,Winter tires,0,1,0,Moderate,14.0,0,1,66.0,-2.8,,
738,Volkswagen,Golf,e-Golf,85,29.11.2017,80,18.0,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,66.0,-1.4,,
739,Volkswagen,Golf,e-Golf,85,29.11.2017,80,8.8,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,,-2.5,,
740,Volkswagen,Golf,e-Golf,85,28.11.2017,34,17.88,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,48.0,-2.0,,
741,Volkswagen,Golf,e-Golf,85,28.11.2017,46,4.42,Electricity,Winter tires,0,1,0,Moderate,17.4,0,1,74.0,0.6,,
742,Volkswagen,Golf,e-Golf,85,27.11.2017,83,7.2,Electricity,Winter tires,0,1,0,Moderate,15.0,0,1,67.0,-1.8,,
743,Volkswagen,Golf,e-Golf,85,27.11.2017,41,16.68,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,43.0,-1.3,,
744,Volkswagen,Golf,e-Golf,85,27.11.2017,46,3.12,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,49.0,0.1,,
745,Volkswagen,Golf,e-Golf,85,26.11.2017,72,12.2,Electricity,Winter tires,0,1,0,Fast,19.2,0,1,59.0,2.4,,
746,Volkswagen,Golf,e-Golf,85,26.11.2017,116,18.2,Electricity,Winter tires,0,1,1,Moderate,16.1,0,1,71.0,-0.7,,
747,Volkswagen,Golf,e-Golf,85,25.11.2017,7,13.7,Electricity,Winter tires,1,0,1,Moderate,17.2,0,1,42.0,0.4,,
748,Volkswagen,Golf,e-Golf,85,25.11.2017,87,4.39,Electricity,Winter tires,0,1,1,Moderate,15.4,0,1,76.0,-1.4,,
749,Volkswagen,Golf,e-Golf,85,24.11.2017,49,15.2,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,66.0,-0.2,,
750,Volkswagen,Golf,e-Golf,85,24.11.2017,48,5.28,Electricity,Winter tires,0,1,1,Moderate,14.3,0,1,56.0,-2.5,,
751,Volkswagen,Golf,e-Golf,85,24.11.2017,83,10.18,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,51.0,-1.5,,
752,Volkswagen,Golf,e-Golf,85,22.11.2017,53,15.8,Electricity,Winter tires,1,1,0,Moderate,17.0,0,1,50.0,0.2,,
753,Volkswagen,Golf,e-Golf,85,20.11.2017,43,6.73,Electricity,Winter tires,0,1,1,Moderate,16.1,0,1,65.0,-0.7,,
754,Volkswagen,Golf,e-Golf,85,20.11.2017,9,2.24,Electricity,Winter tires,1,0,0,Moderate,19.0,0,1,24.0,2.2,,
755,Volkswagen,Golf,e-Golf,85,20.11.2017,39,7.68,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,31.0,-1.5,,
756,Volkswagen,Golf,e-Golf,85,20.11.2017,78,7.46,Electricity,Winter tires,0,1,1,Moderate,16.1,0,1,60.0,-0.7,,
757,Volkswagen,Golf,e-Golf,85,19.11.2017,50,15.2,Electricity,Winter tires,0,0,1,Moderate,16.3,0,1,44.0,-0.5,,
758,Volkswagen,Golf,e-Golf,85,17.11.2017,83,4.4,Electricity,Winter tires,1,1,0,Moderate,14.3,0,1,63.0,-2.5,,
759,Volkswagen,Golf,e-Golf,85,17.11.2017,80,18.06,Electricity,Winter tires,1,1,0,Moderate,15.3,0,1,68.0,-1.5,,
760,Volkswagen,Golf,e-Golf,85,16.11.2017,83,10.2,Electricity,Winter tires,1,1,0,Moderate,14.1,0,1,58.0,-2.7,,
761,Volkswagen,Golf,e-Golf,85,16.11.2017,85,16.66,Electricity,Winter tires,0,1,0,Moderate,14.9,0,1,57.0,-1.9,,
762,Volkswagen,Golf,e-Golf,85,15.11.2017,83,12.8,Electricity,Winter tires,0,1,1,Moderate,13.5,0,1,67.0,-3.3,,
763,Volkswagen,Golf,e-Golf,85,15.11.2017,85,15.4,Electricity,Winter tires,0,1,1,Moderate,14.8,0,1,65.0,-2.0,,
764,Volkswagen,Golf,e-Golf,85,15.11.2017,1,1.2,Electricity,Winter tires,1,1,0,Moderate,18.5,0,1,19.0,1.7,,
765,Volkswagen,Golf,e-Golf,85,14.11.2017,78,12.6,Electricity,Winter tires,1,1,0,Moderate,15.2,0,1,53.0,-1.6,,
766,Volkswagen,Golf,e-Golf,85,14.11.2017,86,12.1,Electricity,Winter tires,0,1,0,Fast,16.1,0,1,50.0,-0.7,,
767,Volkswagen,Golf,e-Golf,85,13.11.2017,1,6.4,Electricity,Winter tires,1,0,0,Moderate,22.0,0,1,22.0,5.2,,
768,Volkswagen,Golf,e-Golf,85,13.11.2017,33,9.8,Electricity,Winter tires,0,0,1,Moderate,14.5,0,1,53.0,-2.3,,
769,Volkswagen,Golf,e-Golf,85,13.11.2017,63,2.6,Electricity,Winter tires,1,1,0,Moderate,17.0,0,1,25.0,0.2,,
770,Volkswagen,Golf,e-Golf,85,10.11.2017,37,10.8,Electricity,Winter tires,1,1,0,Moderate,18.0,0,1,53.0,1.2,,
771,Volkswagen,Golf,e-Golf,85,09.11.2017,46,6.8,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,90.0,0.7,,
772,Volkswagen,Golf,e-Golf,85,09.11.2017,31,5.24,Electricity,Winter tires,1,1,0,Moderate,14.1,0,1,40.0,-2.7,,
773,Volkswagen,Golf,e-Golf,85,09.11.2017,6,3.18,Electricity,Winter tires,1,0,0,Moderate,18.5,0,1,14.0,1.7,,
774,Volkswagen,Golf,e-Golf,85,09.11.2017,26,2.5,Electricity,Winter tires,1,1,0,Moderate,14.6,0,1,58.0,-2.2,,
775,Volkswagen,Golf,e-Golf,85,09.11.2017,89,8.25,Electricity,Winter tires,1,1,0,Moderate,15.3,0,1,63.0,-1.5,,
776,Volkswagen,Golf,e-Golf,85,08.11.2017,70,10.78,Electricity,Winter tires,1,1,0,Moderate,13.5,0,1,37.0,-3.3,,
777,Volkswagen,Golf,e-Golf,85,08.11.2017,53,8.17,Electricity,Winter tires,0,1,0,Moderate,13.2,0,1,54.0,-3.6,,
778,Volkswagen,Golf,e-Golf,85,08.11.2017,43,17.11,Electricity,Winter tires,0,0,1,Moderate,15.4,0,1,49.0,-1.4,,
779,Volkswagen,Golf,e-Golf,85,08.11.2017,48,5.6,Electricity,Winter tires,0,0,1,Moderate,16.9,0,1,62.0,0.1,,
780,Volkswagen,Golf,e-Golf,85,07.11.2017,38,1.61,Electricity,Winter tires,0,0,1,Moderate,14.1,0,1,53.0,-2.7,,
781,Volkswagen,Golf,e-Golf,85,07.11.2017,34,15.6,Electricity,Winter tires,0,1,1,Moderate,17.1,0,1,44.0,0.3,,
782,Volkswagen,Golf,e-Golf,85,06.11.2017,90,4.46,Electricity,Winter tires,0,1,1,Moderate,14.7,0,1,47.0,-2.1,,
783,Volkswagen,Golf,e-Golf,85,06.11.2017,83,10.0,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,72.0,-3.1,,
784,Volkswagen,Golf,e-Golf,85,04.11.2017,85,10.8,Electricity,Summer tires,0,1,0,Moderate,13.4,0,1,64.0,-3.4,,
785,Volkswagen,Golf,e-Golf,85,03.11.2017,34,19.64,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,63.0,-3.1,,
786,Volkswagen,Golf,e-Golf,85,03.11.2017,91,4.74,Electricity,Summer tires,0,1,0,Moderate,14.1,0,1,79.0,-2.7,,
787,Volkswagen,Golf,e-Golf,85,02.11.2017,55,12.75,Electricity,Summer tires,0,1,0,Moderate,13.4,0,1,49.0,-3.4,,
788,Volkswagen,Golf,e-Golf,85,02.11.2017,45,2.37,Electricity,Summer tires,0,1,0,Moderate,14.6,0,1,73.0,-2.2,,
789,Volkswagen,Golf,e-Golf,85,01.11.2017,80,7.4,Electricity,Summer tires,0,1,1,Moderate,12.6,0,1,79.0,-4.2,,
790,Volkswagen,Golf,e-Golf,85,01.11.2017,96,16.29,Electricity,Summer tires,0,1,1,Moderate,13.6,0,1,45.0,-3.2,,
791,Volkswagen,Golf,e-Golf,85,30.10.2017,42,14.0,Electricity,Summer tires,0,0,1,Moderate,12.7,0,0,43.0,-4.1,,
792,Volkswagen,Golf,e-Golf,85,30.10.2017,81,3.1,Electricity,Summer tires,0,0,1,Moderate,14.0,0,1,44.0,-2.8,,
793,Volkswagen,Golf,e-Golf,85,29.10.2017,32,14.4,Electricity,Summer tires,0,1,1,Moderate,15.6,0,1,53.0,-1.2,,
794,Volkswagen,Golf,e-Golf,85,28.10.2017,83,3.4,Electricity,Summer tires,0,1,1,Moderate,14.0,0,1,52.0,-2.8,,
795,Volkswagen,Golf,e-Golf,85,28.10.2017,81,11.8,Electricity,Summer tires,0,1,0,Moderate,15.18,0,1,,-1.62,,
796,Volkswagen,Golf,e-Golf,85,27.10.2017,81,17.7,Electricity,Summer tires,0,1,0,Moderate,13.8,0,1,61.0,-3.0,,
797,Volkswagen,Golf,e-Golf,85,27.10.2017,90,11.6,Electricity,Summer tires,0,1,0,Fast,15.6,0,1,70.0,-1.2,,
798,Volkswagen,Golf,e-Golf,85,26.10.2017,81,15.2,Electricity,Summer tires,0,1,0,Moderate,12.9,0,0,71.0,-3.9,,
799,Volkswagen,Golf,e-Golf,85,26.10.2017,81,7.8,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,72.0,-4.3,,
800,Volkswagen,Golf,e-Golf,85,25.10.2017,80,15.94,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,69.0,-3.7,,
801,Volkswagen,Golf,e-Golf,85,25.10.2017,81,8.8,Electricity,Summer tires,0,1,0,Moderate,13.4,0,0,72.0,-3.4,,
802,Volkswagen,Golf,e-Golf,85,24.10.2017,8,6.07,Electricity,Summer tires,1,0,0,Moderate,12.7,0,0,26.0,-4.1,,
803,Volkswagen,Golf,e-Golf,85,24.10.2017,81,9.75,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,72.0,-3.1,,
804,Volkswagen,Golf,e-Golf,85,23.10.2017,81,9.8,Electricity,Summer tires,0,1,1,Moderate,13.0,0,1,77.0,-3.8,,
